D,10
D,46
CCW,2
CCW,0
W,43
CCW,2
MY,2
D,99
CCW,2
W,59
MX,7
D,93
W,60
MX,9
W,65
CCW,1
CW,1
S,18
MY,4
A,67
W,20
MX,6
W,84
W,33
CCW,2
MX,3
CW,0
A,19
CCW,0
CCW,3
W,14
MX,1
CW,0
MY,9
S,56
CCW,1
MX,10
CCW,1
S,82
CCW,3
S,83
MX,6
S,4
MX,6
S,72
A,81
CCW,2
CW,1
MY,1
A,0
W,13
CW,0
MX,7
MX,10
A,53
W,14
CCW,1
MY,9
CCW,2
CCW,1
MY,4
A,57
D,84
W,70
A,71
S,71
D,66
MY,2
W,65
A,82
A,89
A,63
MY,5
D,41
W,8
MY,1
CCW,2
A,34
CCW,1
A,95
CCW,1
MX,0
CCW,1
D,31
A,56
MX,10
MX,8
CCW,0
MX,8
MY,4
MX,10
MY,10
A,39
CW,3
W,55
D,65
A,21
MX,5
CW,2
W,60
CW,2
S,87
A,84
S,26
CW,3
MY,7
CCW,3
D,38
A,76
CCW,3
MY,4
S,33
D,77
MX,10
CCW,2
S,33
MY,5
D,41
CW,0
MX,2
MY,9
CW,2
A,51
S,18
A,13
MY,7
S,35
CW,0
A,13
D,100
W,33
CCW,1
CCW,2
W,18
CCW,3
MY,2
CCW,0
CCW,1
MY,1
MY,8
MY,3
MY,7
A,39
CCW,1
W,49
W,15
CCW,0
CCW,1
CCW,0
MX,6
A,61
A,45
S,77
S,61
S,5
CW,1
W,0
MX,0
MX,0
CCW,3
A,68
MY,2
D,41
S,24
CCW,2
CCW,1
MX,1
A,30
S,55
CCW,1
CCW,0
A,46
A,46
S,33
CCW,3
A,42
S,79
MY,10
CCW,2
CCW,3
D,36
W,91
W,9
MY,1
S,19
S,99
CCW,3
MY,3
MY,2
CCW,3
MY,8
A,74
CCW,1
D,36
S,17
CCW,2
CCW,1
MX,8
W,37
A,23
CW,0
D,12
CCW,1
A,14
D,13
CCW,1
CW,0
A,74
D,26
A,27
CW,1
MY,7
S,71
CW,2
CCW,1
MX,3
MX,9
W,3
S,21
S,34
CW,0
W,97
CCW,1
W,8
CCW,2
W,60
CCW,2
MX,2
D,89
CW,1
S,76
MX,1
W,66
CCW,1
W,57
CCW,1
D,94
W,46
D,28
W,93
S,10
CW,0
CCW,3
S,52
CCW,2
A,48
D,69
MX,1
CCW,1
A,70
CCW,3
MX,6
W,23
D,46
S,64
CW,2
CCW,3
CCW,3
A,76
CCW,1
CCW,3
W,1
MY,8
MX,0
W,29
CW,0
MX,4
MX,2
W,0
S,29
S,41
MX,8
A,37
CW,1
MY,6
S,82
W,55
D,10
CCW,2
A,9
A,11
CW,3
CCW,1
S,21
CCW,0
A,83
CCW,2
CW,2
D,85
A,59
MX,9
D,74
A,13
MX,9
W,49
S,6
MY,6
S,20
MY,9
MY,0
W,48
CCW,3
MY,6
MY,1
MX,1
D,96
MY,3
MX,0
CCW,2
MX,7
MX,4
CCW,0
A,78
W,56
W,41
MX,4
S,19
D,69
A,18
D,29
A,28
CCW,3
CW,1
CCW,3
CCW,3
CCW,3
MX,4
CW,3
D,75
CCW,3
CW,2
D,18
A,89
W,34
S,31
CCW,0
A,93
CCW,1
CW,3
CW,1
CW,0
A,12
D,86
S,46
CW,1
CW,3
MX,4
CCW,3
S,15
CCW,3
MX,0
A,33
MX,4
CCW,3
MX,0
S,26
MX,10
CCW,1
MX,8
D,36
CCW,0
CCW,3
MX,8
D,40
CW,0
MY,2
A,94
W,52
MX,4
MY,6
D,74
S,32
CCW,1
MY,10
D,17
D,46
CCW,3
A,7
S,83
S,45
CW,3
MX,9
D,46
A,33
MY,8
MY,1
MX,10
CW,0
CCW,1
MX,0
MY,4
MX,7
W,89
MY,9
D,14
A,53
W,69
CW,3
CW,2
CCW,3
CCW,3
MY,8
A,56
D,69
CCW,0
D,74
CCW,3
A,96
CW,2
MX,7
D,49
S,19
MY,1
CCW,3
CW,0
CCW,1
CW,3
CCW,2
MY,6
W,28
D,58
MX,5
MX,2
MX,9
CW,1
CCW,1
A,65
A,25
CW,0
D,15
D,74
A,10
A,48
A,66
A,84
D,49
CCW,2
MY,2
W,54
MY,8
CW,2
W,88
CW,3
CCW,1
W,63
D,0
MX,5
S,42
W,75
MX,6
MY,0
D,26
CCW,3
S,54
W,33
D,17
A,92
MX,2
D,13
MX,1
W,22
S,54
S,33
A,73
S,94
S,17
D,82
CCW,3
W,18
CW,0
W,5
CCW,2
S,11
MX,4
CW,2
A,66
D,80
CCW,0
S,13
S,24
S,87
CCW,2
A,37
A,38
W,30
MY,0
CCW,1
A,54
MX,5
CCW,1
MY,7
MY,5
CCW,2
S,75
MY,0
MY,4
CCW,1
W,5
W,12
W,95
D,36
CCW,1
CW,2
W,37
CCW,2
A,29
D,16
CCW,2
CCW,1
A,39
D,52
CW,1
CCW,1
S,100
D,44
S,43
MX,2
CCW,1
MY,2
MX,2
W,22
MY,5
W,52
MY,1
CCW,2
CW,2
MX,0
D,52
MX,6
MX,6
MY,10
W,57
S,79
D,72
W,23
CCW,2
MX,6
CCW,2
W,48
S,76
D,21
W,34
S,70
W,31
W,100
D,79
D,69
S,10
D,46
W,5
A,17
A,45
S,13
MY,4
CCW,1
MX,4
A,30
MY,2
A,92
W,96
W,62
MY,10
CW,3
S,16
MY,9
S,16
S,30
MX,8
D,92
A,37
W,22
MX,10
MY,2
CCW,3
CCW,2
MY,8
A,43
MY,5
W,1
D,62
MY,9
MX,7
S,26
MX,6
CCW,2
D,63
A,14
MX,9
CCW,0
MY,7
CW,2
W,0
MY,10
MX,9
MX,6
S,94
A,45
W,7
MX,3
CW,1
CCW,3
A,79
MY,7
W,50
A,37
D,23
D,89
MX,3
D,33
MY,7
S,48
D,21
CW,2
MX,2
W,95
MY,4
S,5
CW,2
CCW,2
S,5
CW,3
CCW,1
D,40
MX,0
A,51
MX,2
CCW,3
MX,6
MY,1
MX,9
D,31
MX,5
CW,3
S,26
D,94
A,91
CW,1
W,22
CCW,2
CCW,1
W,94
W,44
S,24
A,86
A,61
CCW,1
CW,3
CW,2
A,71
CW,2
CCW,2
MY,8
MY,8
CCW,2
S,52
W,67
A,57
CW,0
MX,5
MX,2
MY,3
A,74
CCW,2
CCW,2
W,99
MX,0
CW,1
CCW,1
MY,4
MX,1
MY,5
S,78
MY,5
S,7
CW,0
CW,0
MX,4
CCW,3
A,1
W,55
MX,3
S,1
CCW,2
W,76
A,32
MY,7
CCW,1
A,68
MY,5
W,7
D,61
MX,0
CW,3
MY,0
MX,9
S,24
A,45
W,56
A,23
W,52
W,76
S,55
D,22
A,24
S,78
MY,9
W,46
CCW,2
A,87
CCW,3
CCW,3
MY,2
CW,1
MY,8
MY,2
MX,9
MX,8
D,30
D,59
MX,8
MX,2
W,38
A,25
MY,2
CCW,3
D,90
A,13
W,70
D,4
CCW,3
W,14
MX,1
W,37
MX,6
CCW,1
D,71
CCW,2
A,64
W,60
S,26
CCW,3
CW,0
W,48
MX,5
W,58
CCW,3
A,35
W,95
D,4
CW,0
MX,6
MY,7
D,24
CW,1
MX,1
CCW,3
MX,7
CCW,3
D,46
CCW,2
W,25
D,32
S,34
MX,8
A,85
CCW,0
S,63
D,5
A,78
S,83
CCW,2
MX,5
MY,5
CCW,3
D,98
A,13
S,16
MX,4
S,65
CCW,2
W,15
D,56
CCW,1
CCW,2
S,78
D,44
MX,5
W,100
MY,6
S,56
A,55
MY,5
A,63
A,11
W,36
MY,3
W,87
D,14
CCW,2
W,91
W,95
MX,7
MX,1
A,26
W,67
MY,1
MY,4
S,46
MX,2
CW,3
A,69
CCW,3
MX,2
A,41
W,60
CCW,3
CCW,3
MY,0
A,87
CCW,1
W,35
S,56
CCW,0
MY,7
MY,4
W,28
CCW,3
A,48
MX,10
CW,1
MX,9
CW,0
CCW,3
CW,0
MX,2
W,82
D,1
CCW,3
A,82
CW,3
W,13
MY,0
W,53
MY,8
A,19
S,54
S,96
CCW,0
D,20
W,18
W,67
A,76
A,39
MX,8
CCW,1
CCW,2
S,94
MY,4
S,9
W,71
CCW,1
CCW,2
A,25
CCW,3
A,98
CCW,3
MY,5
A,13
CCW,2
S,75
D,7
MX,5
S,9
A,47
A,12
W,95
MY,8
CCW,0
CCW,3
CCW,3
CW,3
MY,5
D,11
MX,9
S,12
D,24
S,23
S,68
CCW,1
MY,7
D,86
D,66
MY,9
MX,10
W,46
CCW,3
S,69
S,47
A,24
D,30
W,45
S,64
S,99
CCW,2
A,69
A,69
S,29
CW,0
MY,8
CCW,2
D,47
D,35
S,6
MX,4
D,81
MX,5
S,46
MY,10
CW,1
CCW,1
CCW,1
MY,1
CW,3
CCW,2
MX,2
MX,8
D,54
D,36
CCW,2
D,74
W,71
CW,0
MX,5
CCW,3
CCW,3
W,4
S,89
S,60
MY,4
MY,7
W,3
MY,7
MX,6
W,57
S,30
D,29
W,82
D,67
MY,3
CCW,1
MX,8
CCW,1
A,2
CW,1
W,1
A,8
MX,3
W,26
S,64
CCW,2
A,88
W,48
W,39
MX,3
CW,2
D,91
W,66
MY,0
W,45
MY,10
CW,1
CCW,2
A,53
D,95
D,87
CCW,2
D,73
MY,1
S,92
CCW,1
MY,6
A,74
CCW,2
CCW,2
A,6
CCW,2
D,11
MY,10
CCW,3
S,36
S,47
CCW,2
W,63
A,17
MX,4
S,18
W,50
S,45
W,48
D,9
